Files	source_image	Date	condition	experiment	strain	Position	file_type	annotation_status	annotation_reason	switch
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_acdc_output.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	acdc output	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_align_shift.npy	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	alignment data	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_custom_annot_params.json	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	annotation settings	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_custom_combine_metrics.ini	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	custom metric settings	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_dataPrep_bkgrROIs.json	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	background ROI settings	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	ROI coordinates	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3_aligned.npz	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	aligned image data	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3_aligned_bkgrRoiData.npz	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	background ROI data	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_last_tracked_i.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	tracking data	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_segm.npz	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	segmentation	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_segm_hyperparams.ini	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_1/Images/YagyaExpSCD20231212_s01_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	1	segmentation settings	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_10/Images/YagyaExpSCD20231212_s10_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_10/Images/YagyaExpSCD20231212_s10_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	10	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_10/Images/YagyaExpSCD20231212_s10_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_10/Images/YagyaExpSCD20231212_s10_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	10	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_10/Images/YagyaExpSCD20231212_s10_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_10/Images/YagyaExpSCD20231212_s10_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	10	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_11/Images/YagyaExpSCD20231212_s11_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_11/Images/YagyaExpSCD20231212_s11_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	11	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_11/Images/YagyaExpSCD20231212_s11_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_11/Images/YagyaExpSCD20231212_s11_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	11	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_11/Images/YagyaExpSCD20231212_s11_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_11/Images/YagyaExpSCD20231212_s11_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	11	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_12/Images/YagyaExpSCD20231212_s12_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_12/Images/YagyaExpSCD20231212_s12_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	12	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_12/Images/YagyaExpSCD20231212_s12_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_12/Images/YagyaExpSCD20231212_s12_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	12	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_12/Images/YagyaExpSCD20231212_s12_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_12/Images/YagyaExpSCD20231212_s12_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	12	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_13/Images/YagyaExpSCD20231212_s13_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_13/Images/YagyaExpSCD20231212_s13_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	13	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_13/Images/YagyaExpSCD20231212_s13_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_13/Images/YagyaExpSCD20231212_s13_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	13	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_13/Images/YagyaExpSCD20231212_s13_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_13/Images/YagyaExpSCD20231212_s13_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	13	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_14/Images/YagyaExpSCD20231212_s14_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_14/Images/YagyaExpSCD20231212_s14_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	14	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_14/Images/YagyaExpSCD20231212_s14_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_14/Images/YagyaExpSCD20231212_s14_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	14	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_14/Images/YagyaExpSCD20231212_s14_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_14/Images/YagyaExpSCD20231212_s14_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	14	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_15/Images/YagyaExpSCD20231212_s15_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_15/Images/YagyaExpSCD20231212_s15_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	15	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_15/Images/YagyaExpSCD20231212_s15_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_15/Images/YagyaExpSCD20231212_s15_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	15	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_15/Images/YagyaExpSCD20231212_s15_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_15/Images/YagyaExpSCD20231212_s15_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	15	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_16/Images/YagyaExpSCD20231212_s16_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_16/Images/YagyaExpSCD20231212_s16_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	16	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_16/Images/YagyaExpSCD20231212_s16_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_16/Images/YagyaExpSCD20231212_s16_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	16	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_16/Images/YagyaExpSCD20231212_s16_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_16/Images/YagyaExpSCD20231212_s16_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	16	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_17/Images/YagyaExpSCD20231212_s17_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_17/Images/YagyaExpSCD20231212_s17_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	17	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_17/Images/YagyaExpSCD20231212_s17_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_17/Images/YagyaExpSCD20231212_s17_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	17	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_17/Images/YagyaExpSCD20231212_s17_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_17/Images/YagyaExpSCD20231212_s17_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	17	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_18/Images/YagyaExpSCD20231212_s18_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_18/Images/YagyaExpSCD20231212_s18_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	18	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_18/Images/YagyaExpSCD20231212_s18_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_18/Images/YagyaExpSCD20231212_s18_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	18	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_18/Images/YagyaExpSCD20231212_s18_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_18/Images/YagyaExpSCD20231212_s18_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	18	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_19/Images/YagyaExpSCD20231212_s19_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_19/Images/YagyaExpSCD20231212_s19_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	19	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_19/Images/YagyaExpSCD20231212_s19_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_19/Images/YagyaExpSCD20231212_s19_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	19	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_19/Images/YagyaExpSCD20231212_s19_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_19/Images/YagyaExpSCD20231212_s19_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	19	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_acdc_output.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	acdc output	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_align_shift.npy	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	alignment data	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_custom_annot_params.json	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	annotation settings	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_custom_combine_metrics.ini	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	custom metric settings	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_dataPrep_bkgrROIs.json	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	background ROI settings	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_dataPrepROIs_coords.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	ROI coordinates	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3_aligned.npz	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	aligned image data	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3_aligned_bkgrRoiData.npz	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	background ROI data	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_last_tracked_i.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	tracking data	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_segm.npz	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_2/Images/YagyaExpSCD20231212_s02_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	2	segmentation	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_20/Images/YagyaExpSCD20231212_s20_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_20/Images/YagyaExpSCD20231212_s20_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	20	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_20/Images/YagyaExpSCD20231212_s20_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_20/Images/YagyaExpSCD20231212_s20_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	20	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_20/Images/YagyaExpSCD20231212_s20_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_20/Images/YagyaExpSCD20231212_s20_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	20	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_21/Images/YagyaExpSCD20231212_s21_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_21/Images/YagyaExpSCD20231212_s21_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	21	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_21/Images/YagyaExpSCD20231212_s21_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_21/Images/YagyaExpSCD20231212_s21_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	21	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_21/Images/YagyaExpSCD20231212_s21_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_21/Images/YagyaExpSCD20231212_s21_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	21	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_22/Images/YagyaExpSCD20231212_s22_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_22/Images/YagyaExpSCD20231212_s22_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	22	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_22/Images/YagyaExpSCD20231212_s22_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_22/Images/YagyaExpSCD20231212_s22_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	22	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_22/Images/YagyaExpSCD20231212_s22_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_22/Images/YagyaExpSCD20231212_s22_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	22	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_23/Images/YagyaExpSCD20231212_s23_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_23/Images/YagyaExpSCD20231212_s23_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	23	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_23/Images/YagyaExpSCD20231212_s23_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_23/Images/YagyaExpSCD20231212_s23_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	23	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_23/Images/YagyaExpSCD20231212_s23_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_23/Images/YagyaExpSCD20231212_s23_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	23	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_24/Images/YagyaExpSCD20231212_s24_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_24/Images/YagyaExpSCD20231212_s24_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	24	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_24/Images/YagyaExpSCD20231212_s24_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_24/Images/YagyaExpSCD20231212_s24_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	24	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_24/Images/YagyaExpSCD20231212_s24_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_24/Images/YagyaExpSCD20231212_s24_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	24	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_25/Images/YagyaExpSCD20231212_s25_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_25/Images/YagyaExpSCD20231212_s25_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	25	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_25/Images/YagyaExpSCD20231212_s25_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_25/Images/YagyaExpSCD20231212_s25_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	25	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_25/Images/YagyaExpSCD20231212_s25_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_25/Images/YagyaExpSCD20231212_s25_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	25	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_26/Images/YagyaExpSCD20231212_s26_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_26/Images/YagyaExpSCD20231212_s26_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	26	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_26/Images/YagyaExpSCD20231212_s26_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_26/Images/YagyaExpSCD20231212_s26_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	26	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_26/Images/YagyaExpSCD20231212_s26_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_26/Images/YagyaExpSCD20231212_s26_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	26	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_27/Images/YagyaExpSCD20231212_s27_Dia_Ph3.tif	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_27/Images/YagyaExpSCD20231212_s27_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	27	phase contrast image	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_27/Images/YagyaExpSCD20231212_s27_metadata.csv	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_27/Images/YagyaExpSCD20231212_s27_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	27	metadata	annotated		
analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_27/Images/YagyaExpSCD20231212_s27_metadataXML.txt	analysed_live_cell_microscopy/Ccr4_data_for_Felix/20231212/Position_27/Images/YagyaExpSCD20231212_s27_Dia_Ph3.tif	12122023	SCD	ccr4_deletion	YCY002_1	27	metadata	annotated		
